SCIENTIFIC_NAME,COMMON_NAME,SPECIES_CODE
Ciconia episcopus,Asian Woolly-necked Stork,wonsto1
Ciconia stormi,Storm's Stork,stosto1
Ciconia maguari,Maguari Stork,magsto1
Ciconia ciconia,White Stork,whisto1
Ciconia boyciana,Oriental Stork,oristo1
Ephippiorhynchus asiaticus,Black-necked Stork,blnsto1
Ephippiorhynchus senegalensis,Saddle-billed Stork,sabsto1
Jabiru mycteria,Jabiru,jabiru
Leptoptilos javanicus,Lesser Adjutant,lesadj1
Leptoptilos crumenifer,Marabou Stork,marsto1
Leptoptilos dubius,Greater Adjutant,greadj1
Mycteria americana,Wood Stork,woosto
Mycteria cinerea,Milky Stork,milsto1
Mycteria ibis,Yellow-billed Stork,yebsto1
Mycteria leucocephala,Painted Stork,paisto1
Fregata aquila,Ascension Frigatebird,asifri1
Fregata magnificens,Magnificent Frigatebird,magfri
Fregata ariel,Lesser Frigatebird,lesfri
Fregata minor,Great Frigatebird,grefri
Fregata andrewsi,Christmas Island Frigatebird,chifri1
Papasula abbotti,Abbott's Booby,abbboo2
Morus bassanus,Northern Gannet,norgan
Morus capensis,Cape Gannet,capgan1
Morus serrator,Australasian Gannet,ausgan1
Sula sula,Red-footed Booby,refboo
Sula leucogaster,Brown Booby,brnboo
Sula brewsteri,Cocos Booby,cocboo1
Sula dactylatra,Masked Booby,masboo
Sula granti,Nazca Booby,nazboo1
Sula nebouxii,Blue-footed Booby,bfoboo
Sula variegata,Peruvian Booby,perboo1
Anhinga anhinga,Anhinga,anhing
Anhinga rufa,African Darter,darter3
Anhinga melanogaster,Oriental Darter,darter2
Anhinga novaehollandiae,Australasian Darter,darter4
Microcarbo melanoleucos,Little Pied Cormorant,lipcor1
Microcarbo africanus,Reed Cormorant,lotcor1
Microcarbo coronatus,Crowned Cormorant,crocor1
Microcarbo niger,Little Cormorant,litcor1
Microcarbo pygmaeus,Pygmy Cormorant,pygcor2
Poikilocarbo gaimardi,Red-legged Cormorant,relcor1
Urile penicillatus,Brandt's Cormorant,bracor
Urile urile,Red-faced Cormorant,refcor
Urile pelagicus,Pelagic Cormorant,pelcor
Urile perspicillatus,Pallas's Cormorant,palcor1
Phalacrocorax neglectus,Bank Cormorant,bancor1
Phalacrocorax capensis,Cape Cormorant,capcor1
Phalacrocorax carbo,Great Cormorant,grecor
Phalacrocorax capillatus,Japanese Cormorant,japcor1
Phalacrocorax nigrogularis,Socotra Cormorant,soccor1
Phalacrocorax punctatus,Spotted Shag,sposha1
Phalacrocorax featherstoni,Pitt Island Shag,piisha1
Phalacrocorax fuscicollis,Indian Cormorant,indcor1
Phalacrocorax sulcirostris,Little Black Cormorant,libcor1
Phalacrocorax varius,Pied Cormorant,piecor1
Phalacrocorax fuscescens,Black-faced Cormorant,blfcor1
Gulosus aristotelis,European Shag,eursha1
Nannopterum harrisi,Flightless Cormorant,flicor1
Nannopterum auritum,Double-crested Cormorant,doccor
Nannopterum brasilianum,Neotropic Cormorant,neocor
Leucocarbo magellanicus,Magellanic Cormorant,magcor1
Leucocarbo bougainvilliorum,Guanay Cormorant,guacor1
Leucocarbo ranfurlyi,Bounty Islands Shag,boisha1
Leucocarbo carunculatus,New Zealand King Shag,rofsha1
Leucocarbo chalconotus,Stewart Island Shag,brosha1
Leucocarbo onslowi,Chatham Islands Shag,chisha1
Leucocarbo colensoi,Auckland Islands Shag,auisha1
Leucocarbo campbelli,Campbell Islands Shag,caisha2
Leucocarbo atriceps,Imperial Cormorant,impcor6
Eudocimus albus,White Ibis,whiibi
Eudocimus ruber,Scarlet Ibis,scaibi
Plegadis falcinellus,Glossy Ibis,gloibi
Plegadis chihi,White-faced Ibis,whfibi
Plegadis ridgwayi,Puna Ibis,punibi1
Lophotibis cristata,Madagascar Ibis,madibi1
Cercibis oxycerca,Sharp-tailed Ibis,shtibi1
Mesembrinibis cayennensis,Green Ibis,greibi1
Phimosus infuscatus,Bare-faced Ibis,bafibi1
Theristicus caerulescens,Plumbeous Ibis,pluibi1
Theristicus caudatus,Buff-necked Ibis,bunibi1
Theristicus melanopis,Black-faced Ibis,bkfibi1
Theristicus branickii,Andean Ibis,bkfibi2
Threskiornis aethiopicus,African Sacred Ibis,sacibi2
Threskiornis bernieri,Malagasy Sacred Ibis,sacibi3
Threskiornis solitarius,Reunion Ibis,reusol1
Threskiornis melanocephalus,Black-headed Ibis,blhibi1
Threskiornis molucca,Australian Ibis,ausibi1
Threskiornis spinicollis,Straw-necked Ibis,stnibi1
Pseudibis papillosa,Red-naped Ibis,renibi1
Pseudibis davisoni,White-shouldered Ibis,whsibi1
Pseudibis gigantea,Giant Ibis,giaibi1
Geronticus eremita,Northern Bald Ibis,waldra1
Geronticus calvus,Southern Bald Ibis,balibi1
Nipponia nippon,Crested Ibis,creibi1
Bostrychia olivacea,Olive Ibis,oliibi2
Bostrychia bocagei,Sao Tome Ibis,oliibi3
Bostrychia rara,Spot-breasted Ibis,spbibi1
Bostrychia hagedash,Hadada Ibis,hadibi1
Bostrychia carunculata,Wattled Ibis,watibi1
Platalea leucorodia,Eurasian Spoonbill,eurspo1
Platalea regia,Royal Spoonbill,royspo1
Platalea alba,African Spoonbill,afrspo1
Platalea minor,Black-faced Spoonbill,blfspo1
Platalea flavipes,Yellow-billed Spoonbill,yebspo1
Platalea ajaja,Roseate Spoonbill,rosspo1
Tigriornis leucolopha,White-crested Tiger-Heron,whcbit1
Tigrisoma lineatum,Rufescent Tiger-Heron,ruther1
Tigrisoma mexicanum,Bare-throated Tiger-Heron,btther1
Tigrisoma fasciatum,Fasciated Tiger-Heron,father1
Cochlearius cochlearius,Boat-billed Heron,bobher1
Agamia agami,Agami Heron,agaher1
Zebrilus undulatus,Zigzag Heron,zigher1
Botaurus stellaris,Eurasian Bittern,grebit1
Botaurus poiciloptilus,Australasian Bittern,ausbit1
Botaurus lentiginosus,American Bittern,amebit
Botaurus pinnatus,Pinnated Bittern,pinbit1
Botaurus involucris,Stripe-backed Bittern,stbbit1
Botaurus exilis,Least Bittern,leabit
Botaurus flavicollis,Black Bittern,blabit1
Botaurus cinnamomeus,Cinnamon Bittern,cinbit1
Botaurus eurhythmus,Schrenck's Bittern,schbit1
Botaurus sturmii,Dwarf Bittern,dwabit1
Botaurus minutus,Little Bittern,litbit1
Botaurus sinensis,Yellow Bittern,yelbit
Botaurus dubius,Black-backed Bittern,bkbbit1
Botaurus novaezelandiae,New Zealand Bittern,nezbit1
Nyctanassa violacea,Yellow-crowned Night Heron,ycnher
Nyctanassa carcinocatactes,Bermuda Night Heron,bernih1
Nycticorax nycticorax,Black-crowned Night Heron,bcnher
Nycticorax duboisi,Reunion Night Heron,reunih1
Nycticorax mauritianus,Mauritius Night Heron,maunih1
Nycticorax megacephalus,Rodrigues Night Heron,rodnih1
Nycticorax caledonicus,Nankeen Night Heron,runher1
Nycticorax olsoni,Ascension Night Heron,asnher1
Gorsachius melanolophus,Malayan Night Heron,manher1
Gorsachius goisagi,Japanese Night Heron,janher1
Pilherodius pileatus,Capped Heron,capher1
Syrigma sibilatrix,Whistling Heron,whiher1
Egretta caerulea,Little Blue Heron,libher
Egretta tricolor,Tricolored Heron,triher
Egretta rufescens,Reddish Egret,redegr
Egretta vinaceigula,Slaty Egret,slaegr1
Egretta ardesiaca,Black Heron,blaher1
Egretta sacra,Pacific Reef-Heron,pacreh1
Egretta eulophotes,Chinese Egret,chiegr
Egretta thula,Snowy Egret,snoegr
Egretta garzetta,Little Egret,litegr
Egretta gularis,Western Reef-Heron,werher
Egretta picata,Pied Heron,pieher2
Egretta novaehollandiae,White-faced Heron,whfher1
Calherodius leuconotus,White-backed Night Heron,wbnher1
Oroanassa magnifica,White-eared Night Heron,wenher1
Butorides striata,Striated Heron,strher2
Butorides sundevalli,Lava Heron,strher3
Butorides atricapilla,Little Heron,strher1
Butorides virescens,Green Heron,grnher
Zonerodius heliosylus,Forest Bittern,forbit1
Ardeola rufiventris,Rufous-bellied Heron,rubher2
Ardeola ralloides,Squacco Heron,squher1
Ardeola idae,Malagasy Pond-Heron,mapher1
Ardeola grayii,Indian Pond-Heron,inpher1
Ardeola bacchus,Chinese Pond-Heron,chpher1
Ardeola speciosa,Javan Pond-Heron,japher1
Ardea ibis,Western Cattle-Egret,categr1
Ardea coromanda,Eastern Cattle-Egret,categr2
Ardea pacifica,Pacific Heron,pacher1
Ardea alba,Great Egret,greegr
Ardea brachyrhyncha,Yellow-billed Egret,integr3
Ardea intermedia,Medium Egret,integr1
Ardea plumifera,Plumed Egret,integr2
Ardea cinerea,Gray Heron,graher1
Ardea herodias,Great Blue Heron,grbher3
Ardea cocoi,Cocoi Heron,cocher1
Ardea purpurea,Purple Heron,purher1
Ardea humbloti,Humblot's Heron,humher1
Ardea insignis,White-bellied Heron,whbher2
Ardea sumatrana,Great-billed Heron,grbher2
Ardea melanocephala,Black-headed Heron,blhher1
Ardea goliath,Goliath Heron,golher1
Scopus umbretta,Hamerkop,hamerk1
Balaeniceps rex,Shoebill,shoebi1
Pelecanus erythrorhynchos,American White Pelican,amwpel
Pelecanus occidentalis,Brown Pelican,brnpel
Pelecanus thagus,Peruvian Pelican,perpel1
Pelecanus onocrotalus,Great White Pelican,grwpel1
Pelecanus conspicillatus,Australian Pelican,auspel1
Pelecanus rufescens,Pink-backed Pelican,pibpel1
Pelecanus philippensis,Spot-billed Pelican,spbpel1
Pelecanus crispus,Dalmatian Pelican,dalpel1
Gymnogyps californianus,California Condor,calcon
Sarcoramphus papa,King Vulture,kinvul1
Vultur gryphus,Andean Condor,andcon1
Coragyps atratus,Black Vulture,blkvul
Cathartes aura,Turkey Vulture,turvul
Cathartes burrovianus,Lesser Yellow-headed Vulture,lyhvul1
Cathartes melambrotus,Greater Yellow-headed Vulture,gyhvul1
Sagittarius serpentarius,Secretarybird,secret2
Pandion haliaetus,Osprey,osprey
Gampsonyx swainsonii,Pearl Kite,peakit1
Chelictinia riocourii,Scissor-tailed Kite,sctkit1
Elanus leucurus,White-tailed Kite,whtkit
Elanus caeruleus,Black-winged Kite,bkskit1
Elanus axillaris,Black-shouldered Kite,auskit1
Elanus scriptus,Letter-winged Kite,lewkit1
Polyboroides typus,African Harrier-Hawk,afhhaw1
Polyboroides radiatus,Madagascar Harrier-Hawk,mahhaw1
Gypohierax angolensis,Palm-nut Vulture,panvul1
Gypaetus barbatus,Bearded Vulture,lammer1
Neophron percnopterus,Egyptian Vulture,egyvul1
Eutriorchis astur,Madagascar Serpent-Eagle,maseag1
Chondrohierax uncinatus,Hook-billed Kite,hobkit
Chondrohierax wilsonii,Cuban Kite,hobkit2
Leptodon cayanensis,Gray-headed Kite,grhkit1
Leptodon forbesi,White-collared Kite,whckit1
Aviceda cuculoides,African Cuckoo-Hawk,afrcuh1
Aviceda madagascariensis,Madagascar Cuckoo-Hawk,madcuh1
Aviceda jerdoni,Jerdon's Baza,jerbaz1
Aviceda subcristata,Pacific Baza,pacbaz1
Aviceda leuphotes,Black Baza,blabaz1
Pernis apivorus,European Honey-buzzard,euhbuz1
Pernis ptilorhynchus,Oriental Honey-buzzard,orihob2
Pernis celebensis,Sulawesi Honey-buzzard,barhob1
Pernis steerei,Philippine Honey-buzzard,barhob2
Elanoides forficatus,Swallow-tailed Kite,swtkit
Hamirostra melanosternon,Black-breasted Kite,bkbkit1
Lophoictinia isura,Square-tailed Kite,sqtkit1
Henicopernis longicauda,Long-tailed Honey-buzzard,lthbuz1
Henicopernis infuscatus,Black Honey-buzzard,blhbuz1
Sarcogyps calvus,Red-headed Vulture,rehvul1
Trigonoceps occipitalis,White-headed Vulture,whhvul1
Aegypius monachus,Cinereous Vulture,cinvul1
Torgos tracheliotos,Lappet-faced Vulture,lafvul1
Necrosyrtes monachus,Hooded Vulture,hoovul1
Gyps himalayensis,Himalayan Griffon,himgri1
Gyps bengalensis,White-rumped Vulture,whrvul1
Gyps africanus,White-backed Vulture,whbvul1
Gyps indicus,Indian Vulture,indvul1
Gyps tenuirostris,Slender-billed Vulture,slbvul1
Gyps coprotheres,Cape Griffon,capgri1
Gyps rueppelli,Rüppell's Griffon,ruegri1
Gyps fulvus,Eurasian Griffon,eurgri1
Spilornis klossi,Nicobar Serpent-Eagle,nicsee1
Spilornis rufipectus,Sulawesi Serpent-Eagle,suseag1
Spilornis kinabaluensis,Mountain Serpent-Eagle,moseag1
Spilornis cheela,Crested Serpent-Eagle,crseag1
Spilornis holospilus,Philippine Serpent-Eagle,phseag1
Spilornis elgini,Andaman Serpent-Eagle,anseag1
Pithecophaga jefferyi,Philippine Eagle,grpeag1
Terathopius ecaudatus,Bateleur,batele1
Circaetus cinerascens,Western Banded Snake-Eagle,baseag1
Circaetus fasciolatus,Southern Banded Snake-Eagle,faseag1
Circaetus spectabilis,Congo Snake-Eagle,coseag1
Circaetus beaudouini,Beaudouin's Snake-Eagle,beasne1
Circaetus pectoralis,Black-chested Snake-Eagle,bkbsne1
Circaetus gallicus,Short-toed Snake-Eagle,shteag1
Circaetus cinereus,Brown Snake-Eagle,brseag1
Stephanoaetus coronatus,Crowned Eagle,crheag1
Nisaetus nanus,Wallace's Hawk-Eagle,walhae1
Nisaetus kelaarti,Legge's Hawk-Eagle,mouhae2
Nisaetus nipalensis,Mountain Hawk-Eagle,mouhae1
Nisaetus alboniger,Blyth's Hawk-Eagle,blyhae1
Nisaetus bartelsi,Javan Hawk-Eagle,javhae1
Nisaetus lanceolatus,Sulawesi Hawk-Eagle,sulhae1
Nisaetus pinskeri,Pinsker's Hawk-Eagle,pinhae1
Nisaetus philippensis,Philippine Hawk-Eagle,phihae1
Nisaetus cirrhatus,Changeable Hawk-Eagle,y00839
Nisaetus floris,Flores Hawk-Eagle,flohae1
Spizaetus tyrannus,Black Hawk-Eagle,blheag1
Spizaetus melanoleucus,Black-and-white Hawk-Eagle,bawhae1
Spizaetus ornatus,Ornate Hawk-Eagle,orheag1
Spizaetus isidori,Black-and-chestnut Eagle,baceag2
Lophotriorchis kienerii,Rufous-bellied Eagle,rubeag2
Polemaetus bellicosus,Martial Eagle,mareag1
Lophaetus occipitalis,Long-crested Eagle,loceag1
Ictinaetus malaiensis,Black Eagle,blaeag1
Clanga hastata,Indian Spotted Eagle,inseag1
Clanga pomarina,Lesser Spotted Eagle,leseag1
Clanga clanga,Greater Spotted Eagle,grseag1
Hieraaetus wahlbergi,Wahlberg's Eagle,waheag3
Hieraaetus ayresii,Ayres's Hawk-Eagle,ayheag1
Hieraaetus weiskei,Pygmy Eagle,liteag3
Hieraaetus pennatus,Booted Eagle,booeag1
Hieraaetus morphnoides,Little Eagle,liteag1
Aquila nipalensis,Steppe Eagle,steeag1
Aquila heliaca,Imperial Eagle,impeag1
Aquila adalberti,Spanish Eagle,spaeag1
Aquila rapax,Tawny Eagle,taweag1
Aquila africana,Cassin's Hawk-Eagle,cashae1
Aquila gurneyi,Gurney's Eagle,gureag1
Aquila audax,Wedge-tailed Eagle,weteag1
Aquila chrysaetos,Golden Eagle,goleag
Aquila verreauxii,Verreaux's Eagle,vereag1
Aquila fasciata,Bonelli's Eagle,boneag2
Aquila spilogaster,African Hawk-Eagle,afrhae1
Harpyopsis novaeguineae,New Guinea Eagle,negeag1
Macheiramphus alcinus,Bat Hawk,bathaw1
Morphnus guianensis,Crested Eagle,creeag1
Harpia harpyja,Harpy Eagle,hareag1
Lophospiza trivirgata,Crested Goshawk,cregos1
Lophospiza griseiceps,Sulawesi Goshawk,sulgos1
Micronisus gabar,Gabar Goshawk,gabgos2
Urotriorchis macrourus,Long-tailed Hawk,lothaw1
Melierax metabates,Dark Chanting-Goshawk,dacgos1
Melierax poliopterus,Eastern Chanting-Goshawk,eacgos1
Melierax canorus,Pale Chanting-Goshawk,pacgos1
Kaupifalco monogrammicus,Lizard Buzzard,lizbuz1
Aerospiza tachiro,African Goshawk,afrgos1
Aerospiza castanilius,Chestnut-flanked Sparrowhawk,chfspa1
Tachyspiza erythropus,Red-thighed Sparrowhawk,retspa1
Tachyspiza minulla,Little Sparrowhawk,litspa1
Tachyspiza virgata,Besra,besra1
Tachyspiza nanus,Small Sparrowhawk,smaspa1
Tachyspiza erythrauchen,Rufous-necked Sparrowhawk,runspa1
Tachyspiza cirrocephala,Collared Sparrowhawk,colspa1
Tachyspiza brachyura,New Britain Sparrowhawk,nebspa1
Tachyspiza rhodogaster,Vinous-breasted Sparrowhawk,vibspa1
Tachyspiza gularis,Japanese Sparrowhawk,japspa1
Tachyspiza badia,Shikra,shikra1
Tachyspiza butleri,Nicobar Sparrowhawk,nicspa1
Tachyspiza brevipes,Levant Sparrowhawk,levspa1
Tachyspiza soloensis,Chinese Sparrowhawk,grfhaw1
Tachyspiza imitator,Imitator Sparrowhawk,imispa1
Tachyspiza francesiae,Frances's Sparrowhawk,fragos2
Tachyspiza trinotata,Spot-tailed Goshawk,sptgos1
Tachyspiza poliocephala,Gray-headed Goshawk,gyhgos1
Tachyspiza princeps,New Britain Goshawk,nebgos1
Tachyspiza novaehollandiae,Gray Goshawk,grygos1
Tachyspiza hiogaster,Variable Goshawk,vargos1
Tachyspiza melanochlamys,Black-mantled Goshawk,blmgos1
Tachyspiza albogularis,Pied Goshawk,piegos1
Tachyspiza rufitorques,Fiji Goshawk,fijgos1
Tachyspiza henicogramma,Moluccan Goshawk,molgos1
Tachyspiza luteoschistacea,Slaty-mantled Goshawk,slmgos1
Tachyspiza haplochroa,New Caledonian Goshawk,necgos1
Tachyspiza fasciata,Brown Goshawk,brogos1
Erythrotriorchis buergersi,Chestnut-shouldered Goshawk,chsgos1
Erythrotriorchis radiatus,Red Goshawk,redgos1
Accipiter poliogaster,Gray-bellied Hawk,gybhaw1
Accipiter ovampensis,Ovambo Sparrowhawk,ovaspa2
Accipiter madagascariensis,Madagascar Sparrowhawk,madspa1
Accipiter nisus,Eurasian Sparrowhawk,eurspa1
Accipiter rufiventris,Rufous-breasted Sparrowhawk,rucspa2
Accipiter striatus,Sharp-shinned Hawk,shshaw
Astur bicolor,Bicolored Hawk,bichaw1
Astur chilensis,Chilean Hawk,bichaw4
Astur cooperii,Cooper's Hawk,coohaw
Astur gundlachi,Gundlach's Hawk,gunhaw1
Astur gentilis,Eurasian Goshawk,norgos1
Astur atricapillus,American Goshawk,norgos
Astur meyerianus,Meyer's Goshawk,meygos1
Astur melanoleucus,Black Goshawk,blagos1
Astur henstii,Henst's Goshawk,hengos1
Megatriorchis doriae,Doria's Hawk,dorgos1
Circus aeruginosus,Western Marsh Harrier,wemhar1
Circus ranivorus,African Marsh Harrier,afmhar1
Circus spilonotus,Eastern Marsh Harrier,easmah1
Circus spilothorax,Papuan Harrier,easmah2
Circus approximans,Swamp Harrier,swahar1
Circus maillardi,Reunion Harrier,reuhar2
Circus macrosceles,Malagasy Harrier,reuhar3
Circus buffoni,Long-winged Harrier,lowhar1
Circus assimilis,Spotted Harrier,spohar1
Circus maurus,Black Harrier,blahar1
Circus cinereus,Cinereous Harrier,cinhar1
Circus cyaneus,Hen Harrier,norhar1
Circus hudsonius,Northern Harrier,norhar2
Circus macrourus,Pallid Harrier,palhar1
Circus melanoleucos,Pied Harrier,piehar1
Circus pygargus,Montagu's Harrier,monhar1
Microspizias superciliosus,Tiny Hawk,tinhaw1
Microspizias collaris,Semicollared Hawk,semhaw2
Harpagus bidentatus,Double-toothed Kite,dotkit1
Harpagus diodon,Rufous-thighed Kite,rutkit1
Milvus milvus,Red Kite,redkit1
Milvus migrans,Black Kite,blakit1
Haliastur indus,Brahminy Kite,brakit1
Haliastur sphenurus,Whistling Kite,whikit1
Haliaeetus albicilla,White-tailed Eagle,whteag
Haliaeetus leucocephalus,Bald Eagle,baleag
Haliaeetus leucoryphus,Pallas's Fish-Eagle,pafeag1
Haliaeetus pelagicus,Steller's Sea-Eagle,stseag
Icthyophaga vocifer,African Fish-Eagle,affeag1
Icthyophaga vociferoides,Madagascar Fish-Eagle,mafeag1
Icthyophaga leucogaster,White-bellied Sea-Eagle,wbseag1
Icthyophaga sanfordi,Sanford's Sea-Eagle,solsee1
Icthyophaga humilis,Lesser Fish-Eagle,lefeag1
Icthyophaga ichthyaetus,Gray-headed Fish-Eagle,gyhfie1
Butastur liventer,Rufous-winged Buzzard,ruwbuz1
Butastur rufipennis,Grasshopper Buzzard,grabuz1
Butastur teesa,White-eyed Buzzard,whebuz1
Butastur indicus,Gray-faced Buzzard,gyfbuz1
Ictinia mississippiensis,Mississippi Kite,miskit
Ictinia plumbea,Plumbeous Kite,plukit1
Geranospiza caerulescens,Crane Hawk,crahaw
Busarellus nigricollis,Black-collared Hawk,blchaw1
Rostrhamus sociabilis,Snail Kite,snakit
Helicolestes hamatus,Slender-billed Kite,slbkit1
Morphnarchus princeps,Barred Hawk,barhaw1
Cryptoleucopteryx plumbea,Plumbeous Hawk,pluhaw
Buteogallus schistaceus,Slate-colored Hawk,slchaw2
Buteogallus anthracinus,Common Black Hawk,comblh1
Buteogallus gundlachii,Cuban Black Hawk,cubblh1
Buteogallus aequinoctialis,Rufous Crab Hawk,ruchaw1
Buteogallus meridionalis,Savanna Hawk,savhaw1
Buteogallus lacernulatus,White-necked Hawk,whnhaw2
Buteogallus urubitinga,Great Black Hawk,grbhaw1
Buteogallus solitarius,Solitary Eagle,soleag1
Buteogallus coronatus,Chaco Eagle,croeag1
Rupornis magnirostris,Roadside Hawk,roahaw
Parabuteo unicinctus,Harris's Hawk,hrshaw
Parabuteo leucorrhous,White-rumped Hawk,whrhaw1
Geranoaetus albicaudatus,White-tailed Hawk,whthaw
Geranoaetus polyosoma,Variable Hawk,rebhaw2
Geranoaetus melanoleucus,Black-chested Buzzard-Eagle,bcbeag1
Pseudastur occidentalis,Gray-backed Hawk,gybhaw2
Pseudastur albicollis,White Hawk,whihaw1
Pseudastur polionotus,Mantled Hawk,manhaw2
Leucopternis semiplumbeus,Semiplumbeous Hawk,semhaw
Leucopternis melanops,Black-faced Hawk,blfhaw1
Leucopternis kuhli,White-browed Hawk,whbhaw2
Bermuteo avivorus,Bermuda Hawk,berhaw1
Buteo plagiatus,Gray Hawk,gryhaw2
Buteo nitidus,Gray-lined Hawk,gryhaw3
Buteo platypterus,Broad-winged Hawk,brwhaw
Buteo lineatus,Red-shouldered Hawk,reshaw
Buteo ridgwayi,Ridgway's Hawk,ridhaw1
Buteo albonotatus,Zone-tailed Hawk,zothaw
Buteo solitarius,Hawaiian Hawk,hawhaw
Buteo albigula,White-throated Hawk,whthaw1
Buteo brachyurus,Short-tailed Hawk,shthaw
Buteo swainsoni,Swainson's Hawk,swahaw
Buteo galapagoensis,Galapagos Hawk,galhaw1
Buteo jamaicensis,Red-tailed Hawk,rethaw
Buteo ventralis,Rufous-tailed Hawk,ruthaw1
Buteo lagopus,Rough-legged Hawk,rolhaw
Buteo regalis,Ferruginous Hawk,ferhaw
Buteo auguralis,Red-necked Buzzard,renbuz1
Buteo augur,Augur Buzzard,augbuz2
Buteo rufofuscus,Jackal Buzzard,jacbuz1
Buteo oreophilus,Mountain Buzzard,moubuz2
Buteo buteo,Common Buzzard,combuz1
Buteo trizonatus,Forest Buzzard,moubuz3
Buteo brachypterus,Madagascar Buzzard,madbuz1
Buteo socotraensis,Socotra Buzzard,socbuz1
Buteo rufinus,Long-legged Buzzard,lolbuz1
Buteo hemilasius,Upland Buzzard,uplbuz1
Buteo refectus,Himalayan Buzzard,combuz9
Buteo japonicus,Eastern Buzzard,combuz6
Tyto tenebricosa,Sooty Owl,sooowl1
Tyto novaehollandiae,Australian Masked-Owl,aumowl1
Tyto aurantia,Golden Masked-Owl,nebmao1
Tyto almae,Seram Masked-Owl,sermao1
Tyto sororcula,Lesser Masked-Owl,lemowl1
Tyto manusi,Manus Masked-Owl,manowl2
Tyto nigrobrunnea,Taliabu Masked-Owl,talowl1
Tyto inexspectata,Minahasa Masked-Owl,minowl1
Tyto rosenbergii,Sulawesi Masked-Owl,sulowl1
Tyto prigoginei,Itombwe Owl,cobowl1
Tyto longimembris,Australasian Grass-Owl,ausgro1
Tyto capensis,African Grass-Owl,afgowl1
Tyto alba,Western Barn Owl,webowl1
Tyto javanica,Eastern Barn Owl,eabowl1
Tyto furcata,American Barn Owl,brnowl
Tyto deroepstorffi,Andaman Masked-Owl,barowl5
Tyto glaucops,Ashy-faced Owl,asfowl1
Tyto soumagnei,Red Owl,marowl1
Phodilus badius,Oriental Bay-Owl,orbowl1
Phodilus assimilis,Sri Lanka Bay-Owl,srlbao1
Otus sagittatus,White-fronted Scops-Owl,wfsowl2
Otus balli,Andaman Scops-Owl,ansowl1
Otus rufescens,Reddish Scops-Owl,resowl1
Otus thilohoffmanni,Serendib Scops-Owl,sersco1
Otus icterorhynchus,Sandy Scops-Owl,sasowl1
Otus ireneae,Sokoke Scops-Owl,sosowl1
Otus alfredi,Flores Scops-Owl,flsowl1
Otus spilocephalus,Mountain Scops-Owl,mosowl2
Otus brookii,Rajah Scops-Owl,rasowl1
Otus angelinae,Javan Scops-Owl,jasowl2
Otus mentawi,Mentawai Scops-Owl,mesowl1
Otus bakkamoena,Indian Scops-Owl,insowl1
Otus lettia,Collared Scops-Owl,cosowl1
Otus gurneyi,Giant Scops-Owl,mineao1
Otus lempiji,Sunda Scops-Owl,susowl2
Otus semitorques,Japanese Scops-Owl,jasowl1
Otus silvicola,Wallace's Scops-Owl,wasowl1
Otus fuliginosus,Palawan Scops-Owl,pasowl2
Otus megalotis,Philippine Scops-Owl,phsowl1
Otus everetti,Everett's Scops-Owl,evesco1
Otus nigrorum,Negros Scops-Owl,negsco1
Otus mindorensis,Mindoro Scops-Owl,misowl2
Otus magicus,Moluccan Scops-Owl,mosowl1
Otus tempestatis,Wetar Scops-Owl,molsco2
Otus jolandae,Rinjani Scops-Owl,rinsco1
Otus podarginus,Palau Scops-Owl,palowl2
Otus mantananensis,Mantanani Scops-Owl,masowl2
Otus elegans,Ryukyu Scops-Owl,ryusco1
Otus manadensis,Sulawesi Scops-Owl,susowl1
Otus mendeni,Banggai Scops-Owl,sulsco5
Otus collari,Sangihe Scops-Owl,sansco1
Otus siaoensis,Siau Scops-Owl,sulsco2
Otus sulaensis,Sula Scops-Owl,sulsco3
Otus beccarii,Biak Scops-Owl,biasco1
Otus umbra,Simeulue Scops-Owl,sisowl1
Otus enganensis,Enggano Scops-Owl,ensowl1
Otus alius,Nicobar Scops-Owl,nicsco1
Otus pamelae,Arabian Scops-Owl,arasco1
Otus scops,Eurasian Scops-Owl,eursco1
Otus cyprius,Cyprus Scops-Owl,eursco3
Otus bikegila,Principe Scops-Owl,prisco1
Otus pembaensis,Pemba Scops-Owl,pesowl2
Otus hartlaubi,Sao Tome Scops-Owl,stsowl1
Otus senegalensis,African Scops-Owl,afsowl1
Otus brucei,Pallid Scops-Owl,pasowl3
Otus mirus,Mindanao Scops-Owl,misowl1
Otus longicornis,Luzon Scops-Owl,lusowl1
Otus moheliensis,Moheli Scops-Owl,mohsco1
Otus pauliani,Comoro Scops-Owl,cosowl3
Otus insularis,Seychelles Scops-Owl,sesowl1
Otus sunia,Oriental Scops-Owl,orsowl
Otus socotranus,Socotra Scops-Owl,afrsco2
Otus capnodes,Anjouan Scops-Owl,ansowl2
Otus mayottensis,Mayotte Scops-Owl,maysco1
